day,hour,value
2022-09-08,11,-0.41695943
2022-09-08,12,-0.20359011
2022-09-08,12,-0.20359011
2022-09-08,13,-0.0069472343
2022-09-08,13,-0.0069472343
2022-09-08,14,0.18498825
2022-09-08,14,0.18498825
2022-09-08,15,0.33027783
2022-09-08,15,0.33027783
2022-09-08,16,0.4109848
2022-09-08,16,0.4109848
2022-09-08,17,0.43529135
2022-09-08,17,0.43529135
2022-09-08,18,0.42987874
2022-09-08,18,0.42987874
2022-09-08,19,0.40916592
2022-09-08,19,0.40916592
2022-09-08,20,0.39991122
2022-09-08,20,0.39991122
2022-09-08,21,0.3534647
2022-09-08,21,0.3534647
2022-09-08,22,0.27774936
2022-09-08,22,0.27774936
2022-09-08,23,0.2247653
2022-09-08,23,0.2247653
2022-09-09,0,0.14961171
2022-09-09,0,0.14961171
2022-09-09,1,0.12657592
2022-09-09,1,0.12657592
2022-09-09,2,0.116974995
2022-09-09,2,0.116974995
2022-09-09,3,0.16660228
2022-09-09,3,0.16660228
2022-09-09,4,0.26484102
2022-09-09,4,0.26484102
2022-09-09,5,0.34825784
2022-09-09,5,0.34825784
2022-09-09,6,0.4093588
2022-09-09,6,0.4093588
2022-09-09,7,0.4330053
2022-09-09,7,0.4330053
2022-09-09,8,0.43882316
2022-09-09,8,0.43882316
2022-09-09,9,0.4611379
2022-09-09,9,0.4611379
2022-09-09,10,0.571656
2022-09-09,10,0.571656
2022-09-09,11,0.71033263
2022-09-09,11,0.71033263
2022-09-09,12,0.8564354
2022-09-09,12,0.8564354
2022-09-09,13,0.9857127
2022-09-09,13,0.9857127
2022-09-09,14,1.1117926
2022-09-09,14,1.1117926
2022-09-09,15,1.2024089
2022-09-09,15,1.2024089
2022-09-09,16,1.2558087
2022-09-09,16,1.2558087
2022-09-09,17,1.293382
2022-09-09,17,1.293382
2022-09-09,18,1.2994077
2022-09-09,18,1.2994077
2022-09-09,19,1.2639102
2022-09-09,19,1.2639102
2022-09-09,20,1.2116605
2022-09-09,20,1.2116605
2022-09-09,21,1.136209
2022-09-09,21,1.136209
2022-09-09,22,1.1059226
2022-09-09,22,1.1059226
2022-09-09,23,1.2330487
2022-09-09,23,1.2330487
2022-09-10,0,1.2776649
2022-09-10,0,1.2776649
2022-09-10,1,1.2811117
2022-09-10,1,1.2811117
2022-09-10,2,1.2608985
2022-09-10,2,1.2608985
2022-09-10,3,1.2397949
2022-09-10,3,1.2397949
2022-09-10,4,1.1802846
2022-09-10,4,1.1802846
2022-09-10,5,1.0659242
2022-09-10,5,1.0659242
2022-09-10,6,0.9268811
2022-09-10,6,0.9268811
2022-09-10,7,0.7965505
2022-09-10,7,0.7965505
2022-09-10,8,0.65167314
2022-09-10,8,0.65167314
2022-09-10,9,0.52094245
2022-09-10,9,0.52094245
2022-09-10,10,0.4934386
2022-09-10,10,0.4934386
2022-09-10,11,0.52914274
2022-09-10,11,0.52914274
2022-09-10,12,0.60061306
2022-09-10,12,0.60061306
2022-09-10,13,0.70209664
2022-09-10,13,0.70209664
2022-09-10,14,0.82568616
2022-09-10,14,0.82568616
2022-09-10,15,0.9438175
2022-09-10,15,0.9438175
2022-09-10,16,1.0310092
2022-09-10,16,1.0310092
2022-09-10,17,1.091439
2022-09-10,17,1.091439
2022-09-10,18,1.1184608
2022-09-10,18,1.1184608
2022-09-10,19,1.0879543
2022-09-10,19,1.0879543
2022-09-10,20,1.0178901
2022-09-10,20,1.0178901
2022-09-10,21,0.9738684
2022-09-10,21,0.9738684
2022-09-10,22,0.9910791
2022-09-10,22,0.9910791
2022-09-10,23,1.1232381
2022-09-10,23,1.1232381
2022-09-11,0,1.2094176
2022-09-11,0,1.2094176
2022-09-11,1,1.3067459
2022-09-11,1,1.3067459
2022-09-11,2,1.3979079
2022-09-11,2,1.3979079
2022-09-11,3,1.4246833
2022-09-11,3,1.4246833
2022-09-11,4,1.3766599
2022-09-11,4,1.3766599
2022-09-11,5,1.2827588
2022-09-11,5,1.2827588
2022-09-11,6,1.171066
2022-09-11,6,1.171066
2022-09-11,7,1.0667
2022-09-11,7,1.0667
2022-09-11,8,0.9699457
2022-09-11,8,0.9699457
2022-09-11,9,0.9065635
2022-09-11,9,0.9065635
2022-09-11,10,0.9462929
2022-09-11,10,0.9462929
2022-09-11,11,1.0410029
2022-09-11,11,1.0410029
2022-09-11,12,1.157834
2022-09-11,12,1.157834
2022-09-11,13,1.2721616
2022-09-11,13,1.2721616
2022-09-11,14,1.3559115
2022-09-11,14,1.3559115
2022-09-11,15,1.4021056
2022-09-11,15,1.4021056
2022-09-11,16,1.4054112
2022-09-11,16,1.4054112
2022-09-11,17,1.359744
2022-09-11,17,1.359744
2022-09-11,18,1.2882342
2022-09-11,18,1.2882342
2022-09-11,19,1.2306207
2022-09-11,19,1.2306207
2022-09-11,20,1.205643
2022-09-11,20,1.205643
2022-09-11,21,1.1699988
2022-09-11,21,1.1699988
2022-09-11,22,1.1537232
2022-09-11,22,1.1537232
2022-09-11,23,1.2398394
2022-09-11,23,1.2398394
2022-09-12,0,1.2227159
2022-09-12,0,1.2227159
2022-09-12,1,1.1807573
2022-09-12,1,1.1807573
2022-09-12,2,1.1187668
2022-09-12,2,1.1187668
2022-09-12,3,1.0540489
2022-09-12,3,1.0540489
2022-09-12,4,0.9825449
2022-09-12,4,0.9825449
2022-09-12,5,0.8706213
2022-09-12,5,0.8706213
2022-09-12,6,0.7510402
2022-09-12,6,0.7510402
2022-09-12,7,0.6571054
2022-09-12,7,0.6571054
2022-09-12,8,0.58325285
2022-09-12,8,0.58325285
2022-09-12,9,0.53716695
2022-09-12,9,0.53716695
2022-09-12,10,0.5730445
2022-09-12,10,0.5730445
2022-09-12,11,0.6321498
2022-09-12,11,0.6321498
2022-09-12,12,0.725364
2022-09-12,12,0.725364
2022-09-12,13,0.8334656
2022-09-12,13,0.8334656
2022-09-12,14,0.9343964
2022-09-12,14,0.9343964
2022-09-12,15,1.0252475
2022-09-12,15,1.0252475
2022-09-12,16,1.0933167
2022-09-12,16,1.0933167
2022-09-12,17,1.128334
2022-09-12,17,1.128334
2022-09-12,18,1.1419005
2022-09-12,18,1.1419005
2022-09-12,19,1.1490968
2022-09-12,19,1.1490968
2022-09-12,20,1.1605437
2022-09-12,20,1.1605437
2022-09-12,21,1.1679826
2022-09-12,21,1.1679826
2022-09-12,22,1.2002488
2022-09-12,22,1.2002488
2022-09-12,23,1.3212687
2022-09-12,23,1.3212687
2022-09-13,0,1.3297836
2022-09-13,0,1.3297836
2022-09-13,1,1.3156314
2022-09-13,1,1.3156314
2022-09-13,2,1.2747222
2022-09-13,2,1.2747222
2022-09-13,3,1.2063768
2022-09-13,3,1.2063768
2022-09-13,4,1.1543039
2022-09-13,4,1.1543039
2022-09-13,5,1.1179948
2022-09-13,5,1.1179948
2022-09-13,6,1.0949556
2022-09-13,6,1.0949556
2022-09-13,7,1.095257
2022-09-13,7,1.095257
2022-09-13,8,1.1055759
2022-09-13,8,1.1055759
2022-09-13,9,1.0856482
2022-09-13,9,1.0856482
2022-09-13,10,1.1432745
2022-09-13,10,1.1432745
2022-09-13,11,1.2338632
2022-09-13,11,1.2338632
2022-09-13,12,1.3163217
2022-09-13,12,1.3163217
2022-09-13,13,1.3909185
